,date,close,log return
7343,2021-01-04,3502.958,0.0
7344,2021-01-05,3528.677,0.007315258739015137
7345,2021-01-06,3550.877,0.006271602071539675
7346,2021-01-07,3576.205,0.007107567059150945
7347,2021-01-08,3570.108,-0.001706334855281139
7348,2021-01-11,3531.498,-0.010873703899710093
7349,2021-01-12,3608.339,0.021525412122917358
7350,2021-01-13,3598.652,-0.002688224762215896
7351,2021-01-14,3565.905,-0.009141452303259544
7352,2021-01-15,3566.378,0.00013263635239746458
7353,2021-01-18,3596.224,0.00833389115933883
7354,2021-01-19,3566.381,-0.008333049970116154
7355,2021-01-20,3583.092,0.004674758666163416
7356,2021-01-21,3621.264,0.010597021361978503
7357,2021-01-22,3606.75,-0.004016046318551784
7358,2021-01-25,3624.238,0.0048369694697754
7359,2021-01-26,3569.429,-0.015238420291965335
7360,2021-01-27,3573.341,0.001095373473078036
7361,2021-01-28,3505.176,-0.01926027928873044
7362,2021-01-29,3483.069,-0.006326931510080989
7363,2021-02-01,3505.284,0.006357742612350714
7364,2021-02-02,3533.685,0.008069691491013886
7365,2021-02-03,3517.308,-0.004645311504299925
7366,2021-02-04,3501.859,-0.004401953948814823
7367,2021-02-05,3496.333,-0.0015792653726915073
7368,2021-02-08,3532.447,0.010276126952041375
7369,2021-02-09,3603.489,0.0199117108645168
7370,2021-02-10,3655.088,0.014217626729354615
7371,2021-02-18,3675.357,0.005530101284588783
7372,2021-02-19,3696.168,0.005646336487984744
7373,2021-02-22,3642.445,-0.01464144783820253
7374,2021-02-23,3636.357,-0.0016728031397628537
7375,2021-02-24,3564.08,-0.020076400268147356
7376,2021-02-25,3585.046,0.005865349164794104
7377,2021-02-26,3509.08,-0.02141741035125494
7378,2021-03-01,3551.4,0.011987997083305215
7379,2021-03-02,3508.591,-0.012127359558631104
7380,2021-03-03,3576.905,0.019283368971596684
7381,2021-03-04,3503.492,-0.020737715960573087
7382,2021-03-05,3501.987,-0.00042966370269709403
7383,2021-03-08,3421.414,-0.023276605772401926
7384,2021-03-09,3359.292,-0.01832367843386622
7385,2021-03-10,3357.737,-0.00046300232670685445
7386,2021-03-11,3436.831,0.023282590710978237
7387,2021-03-12,3453.078,0.00471618133542816
7388,2021-03-15,3419.946,-0.009641245729549403
7389,2021-03-16,3446.733,0.007802064398772816
7390,2021-03-17,3445.551,-0.00034299225382702746
7391,2021-03-18,3463.068,0.005071067760001923
7392,2021-03-19,3404.663,-0.01700893877756117
7393,2021-03-22,3443.439,0.011324718707520184
7394,2021-03-23,3411.509,-0.009315965905502342
7395,2021-03-24,3367.061,-0.013114458372635529
7396,2021-03-25,3363.592,-0.001030806463256712
7397,2021-03-26,3418.327,0.016141799530077477
7398,2021-03-29,3435.296,0.004951843623256364
7399,2021-03-30,3456.677,0.006204629238315885
7400,2021-03-31,3441.912,-0.004280592029904661
7401,2021-04-01,3466.332,0.00706984342610998
7402,2021-04-02,3484.392,0.005196592654770128
7403,2021-04-06,3482.967,-0.0004090502642017737
7404,2021-04-07,3479.626,-0.0009597000015449235
7405,2021-04-08,3482.555,0.0008414030525205847
7406,2021-04-09,3450.677,-0.009195776122717138
7407,2021-04-12,3412.948,-0.010994009730742816
7408,2021-04-13,3396.47,-0.004839776957230724
7409,2021-04-14,3416.721,0.005944662240494261
7410,2021-04-15,3398.988,-0.005203578971274951
7411,2021-04-16,3426.618,0.008096028665810365
7412,2021-04-19,3477.549,0.014753966375079556
7413,2021-04-20,3472.943,-0.0013253739948905644
7414,2021-04-21,3472.93,-3.7432299727997718e-06
7415,2021-04-22,3465.114,-0.0022530855400814754
7416,2021-04-23,3474.166,0.002608917678587032
7417,2021-04-26,3441.166,-0.009544082770223804
7418,2021-04-27,3442.611,0.00041982766763767166
7419,2021-04-28,3457.068,0.004190635870777656
7420,2021-04-29,3474.901,0.005145158421958946
7421,2021-04-30,3446.856,-0.008103478197106505
7422,2021-05-06,3441.283,-0.0016181442378049456
7423,2021-05-07,3418.874,-0.00653310987026505
7424,2021-05-10,3427.991,0.0026631181973932796
7425,2021-05-11,3441.845,0.0040332895227006655
7426,2021-05-12,3462.751,0.006055695043627696
7427,2021-05-13,3429.536,-0.009638384801678205
7428,2021-05-14,3490.376,0.017584491741708463
7429,2021-05-17,3517.616,0.007774020629079471
7430,2021-05-18,3529.014,0.0032350243848103645
7431,2021-05-19,3510.965,-0.005127583348049349
7432,2021-05-20,3506.944,-0.0011459255000351666
7433,2021-05-21,3486.557,-0.0058302866475473765
7434,2021-05-24,3497.282,0.0030713790598760997
7435,2021-05-25,3581.342,0.023751495126216004
7436,2021-05-26,3593.357,0.003349272556701317
7437,2021-05-27,3608.851,0.004302576071748457
7438,2021-05-28,3600.784,-0.002237839603968266
7439,2021-05-31,3615.477,0.004072197583829754
7440,2021-06-01,3624.714,0.0025515915288833223
7441,2021-06-02,3597.138,-0.00763685936043958
7442,2021-06-03,3584.212,-0.0035998841329773325
7443,2021-06-04,3591.845,0.0021273529122407537
7444,2021-06-07,3599.541,0.0021403392720073153
7445,2021-06-08,3580.106,-0.005413928420427837
7446,2021-06-09,3591.397,0.00314885438364997
7447,2021-06-10,3610.859,0.005404430881179257
7448,2021-06-11,3589.748,-0.005863689127317798
7449,2021-06-15,3556.559,-0.009288500653044913
7450,2021-06-16,3518.329,-0.010807343409641802
7451,2021-06-17,3525.604,0.0020656081160081207
7452,2021-06-18,3525.097,-0.0001438154875305703
7453,2021-06-21,3529.183,0.0011584457824044053
